 No,X0(ini),Z0(ini),rr(ini),,x0(ini),z0(R=r_0),z0(R=r_1)
346,6.01E-02,3.10E-01,5.00E-03,,6.01E-02,0.3103,0
347,8.01E-02,3.10E-01,5.00E-03,,8.01E-02,0.3103,0
348,1.00E-01,3.10E-01,5.00E-03,,1.00E-01,0.3103,0
349,1.20E-01,3.10E-01,5.00E-03,,1.20E-01,0.3103,0
350,1.40E-01,3.10E-01,5.00E-03,,1.40E-01,0.3103,0
351,1.60E-01,3.10E-01,1.00E-02,,1.60E-01,0,0.3103
352,1.80E-01,3.10E-01,1.00E-02,,1.80E-01,0,0.3103
353,2.00E-01,3.10E-01,5.00E-03,,2.00E-01,0.3103,0
354,2.20E-01,3.10E-01,1.00E-02,,2.20E-01,0,0.3103
355,2.40E-01,3.10E-01,5.00E-03,,2.40E-01,0.3103,0
356,2.60E-01,3.10E-01,5.00E-03,,2.60E-01,0.3103,0
357,2.80E-01,3.10E-01,5.00E-03,,2.80E-01,0.3103,0
358,3.00E-01,3.10E-01,1.00E-02,,3.00E-01,0,0.3103
359,3.20E-01,3.10E-01,5.00E-03,,3.20E-01,0.3103,0
360,3.60E-01,3.10E-01,1.00E-02,,3.60E-01,0,0.3103
361,3.80E-01,3.10E-01,1.00E-02,,3.80E-01,0,0.3103
362,4.00E-01,3.10E-01,1.00E-02,,4.00E-01,0,0.3103
363,4.20E-01,3.10E-01,5.00E-03,,4.20E-01,0.3103,0
364,4.40E-01,3.10E-01,1.00E-02,,4.40E-01,0,0.3103
365,4.61E-01,3.10E-01,1.00E-02,,4.61E-01,0,0.3103
366,4.81E-01,3.10E-01,5.00E-03,,4.81E-01,0.3103,0
367,5.21E-01,3.10E-01,5.00E-03,,5.21E-01,0.3103,0
368,5.41E-01,3.10E-01,1.00E-02,,5.41E-01,0,0.3103
369,5.61E-01,3.10E-01,1.00E-02,,5.61E-01,0,0.3103
370,5.81E-01,3.10E-01,1.00E-02,,5.81E-01,0,0.3103
371,3.00E-02,3.30E-01,5.00E-03,,3.00E-02,0.3303,0
372,5.01E-02,3.30E-01,1.00E-02,,5.01E-02,0,0.3303
373,7.01E-02,3.30E-01,1.00E-02,,7.01E-02,0,0.3303
374,1.10E-01,3.30E-01,1.00E-02,,1.10E-01,0,0.3303
375,1.30E-01,3.30E-01,1.00E-02,,1.30E-01,0,0.3303
376,1.70E-01,3.30E-01,1.00E-02,,1.70E-01,0,0.3303
377,1.90E-01,3.30E-01,5.00E-03,,1.90E-01,0.3303,0
378,2.10E-01,3.30E-01,1.00E-02,,2.10E-01,0,0.3303
379,2.30E-01,3.30E-01,5.00E-03,,2.30E-01,0.3303,0
380,2.90E-01,3.30E-01,5.00E-03,,2.90E-01,0.3303,0
381,3.10E-01,3.30E-01,1.00E-02,,3.10E-01,0,0.3303
382,3.30E-01,3.30E-01,1.00E-02,,3.30E-01,0,0.3303
383,3.70E-01,3.30E-01,1.00E-02,,3.70E-01,0,0.3303
384,3.90E-01,3.30E-01,1.00E-02,,3.90E-01,0,0.3303
385,4.10E-01,3.30E-01,5.00E-03,,4.10E-01,0.3303,0
386,4.30E-01,3.30E-01,1.00E-02,,4.30E-01,0,0.3303
387,4.71E-01,3.30E-01,5.00E-03,,4.71E-01,0.3303,0
388,4.91E-01,3.30E-01,5.00E-03,,4.91E-01,0.3303,0
389,5.11E-01,3.30E-01,1.00E-02,,5.11E-01,0,0.3303
390,5.51E-01,3.30E-01,1.00E-02,,5.51E-01,0,0.3303
391,2.00E-02,3.50E-01,1.00E-02,,2.00E-02,0,0.3503
392,6.01E-02,3.50E-01,1.00E-02,,6.01E-02,0,0.3503
393,8.01E-02,3.50E-01,5.00E-03,,8.01E-02,0.3503,0
394,1.00E-01,3.50E-01,5.00E-03,,1.00E-01,0.3503,0
395,1.20E-01,3.50E-01,5.00E-03,,1.20E-01,0.3503,0
396,1.40E-01,3.50E-01,1.00E-02,,1.40E-01,0,0.3503
397,1.60E-01,3.50E-01,5.00E-03,,1.60E-01,0.3503,0
398,1.80E-01,3.50E-01,5.00E-03,,1.80E-01,0.3503,0
399,2.00E-01,3.50E-01,1.00E-02,,2.00E-01,0,0.3503
400,2.20E-01,3.50E-01,1.00E-02,,2.20E-01,0,0.3503
401,2.40E-01,3.50E-01,1.00E-02,,2.40E-01,0,0.3503
402,2.60E-01,3.50E-01,1.00E-02,,2.60E-01,0,0.3503
403,2.80E-01,3.50E-01,5.00E-03,,2.80E-01,0.3503,0
404,3.20E-01,3.50E-01,5.00E-03,,3.20E-01,0.3503,0
405,3.40E-01,3.50E-01,1.00E-02,,3.40E-01,0,0.3503
406,3.80E-01,3.50E-01,1.00E-02,,3.80E-01,0,0.3503
407,4.20E-01,3.50E-01,1.00E-02,,4.20E-01,0,0.3503
408,4.40E-01,3.50E-01,5.00E-03,,4.40E-01,0.3503,0
409,4.61E-01,3.50E-01,5.00E-03,,4.61E-01,0.3503,0
410,4.81E-01,3.50E-01,5.00E-03,,4.81E-01,0.3503,0
411,5.01E-01,3.50E-01,5.00E-03,,5.01E-01,0.3503,0
412,5.41E-01,3.50E-01,1.00E-02,,5.41E-01,0,0.3503
413,5.61E-01,3.50E-01,5.00E-03,,5.61E-01,0.3503,0
414,3.00E-02,3.70E-01,1.00E-02,,3.00E-02,0,0.3704
415,5.01E-02,3.70E-01,5.00E-03,,5.01E-02,0.3704,0
416,7.01E-02,3.70E-01,5.00E-03,,7.01E-02,0.3704,0
417,9.01E-02,3.70E-01,1.00E-02,,9.01E-02,0,0.3704
418,1.10E-01,3.70E-01,5.00E-03,,1.10E-01,0.3704,0
419,1.30E-01,3.70E-01,5.00E-03,,1.30E-01,0.3704,0
420,1.50E-01,3.70E-01,5.00E-03,,1.50E-01,0.3704,0
421,1.70E-01,3.70E-01,5.00E-03,,1.70E-01,0.3704,0
422,1.90E-01,3.70E-01,5.00E-03,,1.90E-01,0.3704,0
423,2.10E-01,3.70E-01,1.00E-02,,2.10E-01,0,0.3704
424,2.30E-01,3.70E-01,5.00E-03,,2.30E-01,0.3704,0
425,2.50E-01,3.70E-01,5.00E-03,,2.50E-01,0.3704,0
426,2.90E-01,3.70E-01,1.00E-02,,2.90E-01,0,0.3704
427,3.10E-01,3.70E-01,1.00E-02,,3.10E-01,0,0.3704
428,3.30E-01,3.70E-01,5.00E-03,,3.30E-01,0.3704,0
429,3.50E-01,3.70E-01,5.00E-03,,3.50E-01,0.3704,0
430,3.70E-01,3.70E-01,5.00E-03,,3.70E-01,0.3704,0
431,4.10E-01,3.70E-01,5.00E-03,,4.10E-01,0.3704,0
432,4.51E-01,3.70E-01,1.00E-02,,4.51E-01,0,0.3704
433,4.71E-01,3.70E-01,1.00E-02,,4.71E-01,0,0.3704
434,5.11E-01,3.70E-01,1.00E-02,,5.11E-01,0,0.3704
435,5.31E-01,3.70E-01,1.00E-02,,5.31E-01,0,0.3704
436,5.51E-01,3.70E-01,1.00E-02,,5.51E-01,0,0.3704
437,5.71E-01,3.70E-01,1.00E-02,,5.71E-01,0,0.3704
438,5.91E-01,3.70E-01,1.00E-02,,5.91E-01,0,0.3704
439,2.00E-02,3.90E-01,1.00E-02,,2.00E-02,0,0.3904
440,6.01E-02,3.90E-01,5.00E-03,,6.01E-02,0.3904,0
441,8.01E-02,3.90E-01,5.00E-03,,8.01E-02,0.3904,0
442,1.00E-01,3.90E-01,1.00E-02,,1.00E-01,0,0.3904
443,1.20E-01,3.90E-01,5.00E-03,,1.20E-01,0.3904,0
444,1.40E-01,3.90E-01,1.00E-02,,1.40E-01,0,0.3904
445,1.60E-01,3.90E-01,5.00E-03,,1.60E-01,0.3904,0
446,1.80E-01,3.90E-01,1.00E-02,,1.80E-01,0,0.3904
447,2.00E-01,3.90E-01,5.00E-03,,2.00E-01,0.3904,0
448,2.20E-01,3.90E-01,5.00E-03,,2.20E-01,0.3904,0
449,2.40E-01,3.90E-01,5.00E-03,,2.40E-01,0.3904,0
450,2.60E-01,3.90E-01,1.00E-02,,2.60E-01,0,0.3904
451,2.80E-01,3.90E-01,1.00E-02,,2.80E-01,0,0.3904
452,3.00E-01,3.90E-01,5.00E-03,,3.00E-01,0.3904,0
453,3.20E-01,3.90E-01,5.00E-03,,3.20E-01,0.3904,0
454,3.60E-01,3.90E-01,5.00E-03,,3.60E-01,0.3904,0
455,3.80E-01,3.90E-01,1.00E-02,,3.80E-01,0,0.3904
456,4.20E-01,3.90E-01,1.00E-02,,4.20E-01,0,0.3904
457,4.61E-01,3.90E-01,1.00E-02,,4.61E-01,0,0.3904
458,4.81E-01,3.90E-01,1.00E-02,,4.81E-01,0,0.3904
459,5.01E-01,3.90E-01,5.00E-03,,5.01E-01,0.3904,0
460,5.21E-01,3.90E-01,1.00E-02,,5.21E-01,0,0.3904
461,5.61E-01,3.90E-01,1.00E-02,,5.61E-01,0,0.3904
462,1.00E-02,4.10E-01,1.00E-02,,1.00E-02,0,0.4104
463,3.00E-02,4.10E-01,5.00E-03,,3.00E-02,0.4104,0
464,5.01E-02,4.10E-01,1.00E-02,,5.01E-02,0,0.4104
465,7.01E-02,4.10E-01,5.00E-03,,7.01E-02,0.4104,0
466,1.10E-01,4.10E-01,5.00E-03,,1.10E-01,0.4104,0
467,1.30E-01,4.10E-01,1.00E-02,,1.30E-01,0,0.4104
468,1.70E-01,4.10E-01,1.00E-02,,1.70E-01,0,0.4104
469,1.90E-01,4.10E-01,5.00E-03,,1.90E-01,0.4104,0
470,2.10E-01,4.10E-01,5.00E-03,,2.10E-01,0.4104,0
471,2.30E-01,4.10E-01,1.00E-02,,2.30E-01,0,0.4104
472,2.50E-01,4.10E-01,1.00E-02,,2.50E-01,0,0.4104
473,2.90E-01,4.10E-01,1.00E-02,,2.90E-01,0,0.4104
474,3.10E-01,4.10E-01,1.00E-02,,3.10E-01,0,0.4104
475,3.30E-01,4.10E-01,5.00E-03,,3.30E-01,0.4104,0
476,3.50E-01,4.10E-01,5.00E-03,,3.50E-01,0.4104,0
477,3.70E-01,4.10E-01,5.00E-03,,3.70E-01,0.4104,0
478,3.90E-01,4.10E-01,1.00E-02,,3.90E-01,0,0.4104
479,4.10E-01,4.10E-01,1.00E-02,,4.10E-01,0,0.4104
480,4.30E-01,4.10E-01,1.00E-02,,4.30E-01,0,0.4104
481,4.51E-01,4.10E-01,5.00E-03,,4.51E-01,0.4104,0
482,4.91E-01,4.10E-01,5.00E-03,,4.91E-01,0.4104,0
483,5.11E-01,4.10E-01,1.00E-02,,5.11E-01,0,0.4104
484,5.31E-01,4.10E-01,1.00E-02,,5.31E-01,0,0.4104
485,5.71E-01,4.10E-01,1.00E-02,,5.71E-01,0,0.4104
486,2.00E-02,4.30E-01,1.00E-02,,2.00E-02,0,0.4304
487,4.00E-02,4.30E-01,1.00E-02,,4.00E-02,0,0.4304
488,6.01E-02,4.30E-01,5.00E-03,,6.01E-02,0.4304,0
489,1.00E-01,4.30E-01,5.00E-03,,1.00E-01,0.4304,0
490,1.20E-01,4.30E-01,5.00E-03,,1.20E-01,0.4304,0
491,1.40E-01,4.30E-01,5.00E-03,,1.40E-01,0.4304,0
492,1.60E-01,4.30E-01,1.00E-02,,1.60E-01,0,0.4304
493,1.80E-01,4.30E-01,1.00E-02,,1.80E-01,0,0.4304
494,2.20E-01,4.30E-01,5.00E-03,,2.20E-01,0.4304,0
495,2.60E-01,4.30E-01,5.00E-03,,2.60E-01,0.4304,0
496,2.80E-01,4.30E-01,5.00E-03,,2.80E-01,0.4304,0
497,3.00E-01,4.30E-01,5.00E-03,,3.00E-01,0.4304,0
498,3.20E-01,4.30E-01,1.00E-02,,3.20E-01,0,0.4304
499,3.40E-01,4.30E-01,1.00E-02,,3.40E-01,0,0.4304
500,3.60E-01,4.30E-01,1.00E-02,,3.60E-01,0,0.4304
501,4.00E-01,4.30E-01,5.00E-03,,4.00E-01,0.4304,0
502,4.20E-01,4.30E-01,5.00E-03,,4.20E-01,0.4304,0
503,4.61E-01,4.30E-01,5.00E-03,,4.61E-01,0.4304,0
504,4.81E-01,4.30E-01,5.00E-03,,4.81E-01,0.4304,0
505,5.01E-01,4.30E-01,1.00E-02,,5.01E-01,0,0.4304
506,5.21E-01,4.30E-01,1.00E-02,,5.21E-01,0,0.4304
507,5.41E-01,4.30E-01,1.00E-02,,5.41E-01,0,0.4304
508,5.61E-01,4.30E-01,5.00E-03,,5.61E-01,0.4304,0
509,5.81E-01,4.30E-01,5.00E-03,,5.81E-01,0.4304,0
510,1.00E-02,4.51E-01,1.00E-02,,1.00E-02,0,0.4505
511,3.00E-02,4.51E-01,5.00E-03,,3.00E-02,0.4505,0
512,9.01E-02,4.51E-01,1.00E-02,,9.01E-02,0,0.4505
513,1.10E-01,4.51E-01,5.00E-03,,1.10E-01,0.4505,0
514,1.30E-01,4.51E-01,1.00E-02,,1.30E-01,0,0.4505
515,1.50E-01,4.51E-01,1.00E-02,,1.50E-01,0,0.4505
516,1.70E-01,4.51E-01,1.00E-02,,1.70E-01,0,0.4505
517,2.10E-01,4.51E-01,5.00E-03,,2.10E-01,0.4505,0
518,2.30E-01,4.51E-01,1.00E-02,,2.30E-01,0,0.4505
519,2.50E-01,4.51E-01,5.00E-03,,2.50E-01,0.4505,0
520,2.90E-01,4.51E-01,5.00E-03,,2.90E-01,0.4505,0
521,3.10E-01,4.51E-01,5.00E-03,,3.10E-01,0.4505,0
522,3.50E-01,4.51E-01,1.00E-02,,3.50E-01,0,0.4505
523,3.70E-01,4.51E-01,5.00E-03,,3.70E-01,0.4505,0
524,3.90E-01,4.51E-01,1.00E-02,,3.90E-01,0,0.4505
525,4.10E-01,4.51E-01,1.00E-02,,4.10E-01,0,0.4505
526,4.51E-01,4.51E-01,1.00E-02,,4.51E-01,0,0.4505
527,4.91E-01,4.51E-01,1.00E-02,,4.91E-01,0,0.4505
528,5.51E-01,4.51E-01,5.00E-03,,5.51E-01,0.4505,0
529,5.71E-01,4.51E-01,1.00E-02,,5.71E-01,0,0.4505
530,2.00E-02,4.71E-01,5.00E-03,,2.00E-02,0.4705,0
531,4.00E-02,4.71E-01,1.00E-02,,4.00E-02,0,0.4705
532,8.01E-02,4.71E-01,1.00E-02,,8.01E-02,0,0.4705
533,1.00E-01,4.71E-01,5.00E-03,,1.00E-01,0.4705,0
534,1.20E-01,4.71E-01,5.00E-03,,1.20E-01,0.4705,0
535,1.60E-01,4.71E-01,1.00E-02,,1.60E-01,0,0.4705
536,1.80E-01,4.71E-01,1.00E-02,,1.80E-01,0,0.4705
537,2.20E-01,4.71E-01,1.00E-02,,2.20E-01,0,0.4705
538,2.40E-01,4.71E-01,1.00E-02,,2.40E-01,0,0.4705
539,2.60E-01,4.71E-01,5.00E-03,,2.60E-01,0.4705,0
540,2.80E-01,4.71E-01,5.00E-03,,2.80E-01,0.4705,0
541,3.00E-01,4.71E-01,1.00E-02,,3.00E-01,0,0.4705
542,3.20E-01,4.71E-01,1.00E-02,,3.20E-01,0,0.4705
543,3.40E-01,4.71E-01,5.00E-03,,3.40E-01,0.4705,0
544,3.60E-01,4.71E-01,5.00E-03,,3.60E-01,0.4705,0
545,3.80E-01,4.71E-01,1.00E-02,,3.80E-01,0,0.4705
546,4.00E-01,4.71E-01,1.00E-02,,4.00E-01,0,0.4705
547,4.40E-01,4.71E-01,5.00E-03,,4.40E-01,0.4705,0
548,4.61E-01,4.71E-01,1.00E-02,,4.61E-01,0,0.4705
549,4.81E-01,4.71E-01,5.00E-03,,4.81E-01,0.4705,0
550,5.01E-01,4.71E-01,1.00E-02,,5.01E-01,0,0.4705
551,5.21E-01,4.71E-01,1.00E-02,,5.21E-01,0,0.4705
552,5.61E-01,4.71E-01,5.00E-03,,5.61E-01,0.4705,0
553,5.81E-01,4.71E-01,5.00E-03,,5.81E-01,0.4705,0
554,1.00E-02,4.91E-01,1.00E-02,,1.00E-02,0,0.4905
555,3.00E-02,4.91E-01,1.00E-02,,3.00E-02,0,0.4905
556,5.01E-02,4.91E-01,1.00E-02,,5.01E-02,0,0.4905
557,7.01E-02,4.91E-01,5.00E-03,,7.01E-02,0.4905,0
558,9.01E-02,4.91E-01,5.00E-03,,9.01E-02,0.4905,0
559,1.10E-01,4.91E-01,1.00E-02,,1.10E-01,0,0.4905
560,1.30E-01,4.91E-01,5.00E-03,,1.30E-01,0.4905,0
561,1.50E-01,4.91E-01,1.00E-02,,1.50E-01,0,0.4905
562,1.70E-01,4.91E-01,1.00E-02,,1.70E-01,0,0.4905
563,1.90E-01,4.91E-01,5.00E-03,,1.90E-01,0.4905,0
564,2.10E-01,4.91E-01,1.00E-02,,2.10E-01,0,0.4905
565,2.30E-01,4.91E-01,1.00E-02,,2.30E-01,0,0.4905
566,2.50E-01,4.91E-01,1.00E-02,,2.50E-01,0,0.4905
567,2.70E-01,4.91E-01,1.00E-02,,2.70E-01,0,0.4905
568,2.90E-01,4.91E-01,5.00E-03,,2.90E-01,0.4905,0
569,3.10E-01,4.91E-01,1.00E-02,,3.10E-01,0,0.4905
570,3.30E-01,4.91E-01,1.00E-02,,3.30E-01,0,0.4905
571,3.70E-01,4.91E-01,5.00E-03,,3.70E-01,0.4905,0
572,3.90E-01,4.91E-01,5.00E-03,,3.90E-01,0.4905,0
573,4.30E-01,4.91E-01,5.00E-03,,4.30E-01,0.4905,0
574,4.51E-01,4.91E-01,5.00E-03,,4.51E-01,0.4905,0
575,4.71E-01,4.91E-01,5.00E-03,,4.71E-01,0.4905,0
576,5.11E-01,4.91E-01,5.00E-03,,5.11E-01,0.4905,0
577,5.31E-01,4.91E-01,5.00E-03,,5.31E-01,0.4905,0
578,5.51E-01,4.91E-01,5.00E-03,,5.51E-01,0.4905,0
579,5.91E-01,4.91E-01,1.00E-02,,5.91E-01,0,0.4905
580,2.00E-02,5.11E-01,1.00E-02,,2.00E-02,0,0.5105
581,4.00E-02,5.11E-01,5.00E-03,,4.00E-02,0.5105,0
582,6.01E-02,5.11E-01,1.00E-02,,6.01E-02,0,0.5105
583,8.01E-02,5.11E-01,1.00E-02,,8.01E-02,0,0.5105
584,1.00E-01,5.11E-01,1.00E-02,,1.00E-01,0,0.5105
585,1.40E-01,5.11E-01,5.00E-03,,1.40E-01,0.5105,0
586,1.60E-01,5.11E-01,5.00E-03,,1.60E-01,0.5105,0
587,2.00E-01,5.11E-01,5.00E-03,,2.00E-01,0.5105,0
588,2.20E-01,5.11E-01,1.00E-02,,2.20E-01,0,0.5105
589,2.40E-01,5.11E-01,1.00E-02,,2.40E-01,0,0.5105
590,2.80E-01,5.11E-01,1.00E-02,,2.80E-01,0,0.5105
591,3.20E-01,5.11E-01,5.00E-03,,3.20E-01,0.5105,0
592,3.60E-01,5.11E-01,5.00E-03,,3.60E-01,0.5105,0
593,3.80E-01,5.11E-01,5.00E-03,,3.80E-01,0.5105,0
594,4.00E-01,5.11E-01,5.00E-03,,4.00E-01,0.5105,0
595,4.20E-01,5.11E-01,5.00E-03,,4.20E-01,0.5105,0
596,4.40E-01,5.11E-01,1.00E-02,,4.40E-01,0,0.5105
597,4.61E-01,5.11E-01,5.00E-03,,4.61E-01,0.5105,0
598,4.81E-01,5.11E-01,5.00E-03,,4.81E-01,0.5105,0
599,5.01E-01,5.11E-01,1.00E-02,,5.01E-01,0,0.5105
600,5.21E-01,5.11E-01,5.00E-03,,5.21E-01,0.5105,0
601,5.41E-01,5.11E-01,5.00E-03,,5.41E-01,0.5105,0
602,5.61E-01,5.11E-01,5.00E-03,,5.61E-01,0.5105,0
603,1.00E-02,5.31E-01,5.00E-03,,1.00E-02,0.5305,0
604,3.00E-02,5.31E-01,1.00E-02,,3.00E-02,0,0.5305
605,5.01E-02,5.31E-01,5.00E-03,,5.01E-02,0.5305,0
606,7.01E-02,5.31E-01,1.00E-02,,7.01E-02,0,0.5305
607,9.01E-02,5.31E-01,5.00E-03,,9.01E-02,0.5305,0
608,1.10E-01,5.31E-01,5.00E-03,,1.10E-01,0.5305,0
609,1.50E-01,5.31E-01,5.00E-03,,1.50E-01,0.5305,0
610,1.90E-01,5.31E-01,5.00E-03,,1.90E-01,0.5305,0
611,2.30E-01,5.31E-01,5.00E-03,,2.30E-01,0.5305,0
612,2.50E-01,5.31E-01,5.00E-03,,2.50E-01,0.5305,0
613,2.70E-01,5.31E-01,5.00E-03,,2.70E-01,0.5305,0
614,2.90E-01,5.31E-01,5.00E-03,,2.90E-01,0.5305,0
615,3.10E-01,5.31E-01,1.00E-02,,3.10E-01,0,0.5305
616,3.30E-01,5.31E-01,1.00E-02,,3.30E-01,0,0.5305
617,3.70E-01,5.31E-01,1.00E-02,,3.70E-01,0,0.5305
618,3.90E-01,5.31E-01,1.00E-02,,3.90E-01,0,0.5305
619,4.51E-01,5.31E-01,1.00E-02,,4.51E-01,0,0.5305
620,5.31E-01,5.31E-01,1.00E-02,,5.31E-01,0,0.5305
621,5.51E-01,5.31E-01,1.00E-02,,5.51E-01,0,0.5305
622,5.71E-01,5.31E-01,5.00E-03,,5.71E-01,0.5305,0
623,5.91E-01,5.31E-01,1.00E-02,,5.91E-01,0,0.5305
624,2.00E-02,5.51E-01,5.00E-03,,2.00E-02,0.5505,0
625,4.00E-02,5.51E-01,1.00E-02,,4.00E-02,0,0.5505
626,6.01E-02,5.51E-01,5.00E-03,,6.01E-02,0.5505,0
627,8.01E-02,5.51E-01,1.00E-02,,8.01E-02,0,0.5505
628,1.00E-01,5.51E-01,5.00E-03,,1.00E-01,0.5505,0
629,1.20E-01,5.51E-01,5.00E-03,,1.20E-01,0.5505,0
630,1.40E-01,5.51E-01,1.00E-02,,1.40E-01,0,0.5505
631,1.60E-01,5.51E-01,5.00E-03,,1.60E-01,0.5505,0
632,1.80E-01,5.51E-01,5.00E-03,,1.80E-01,0.5505,0
633,2.00E-01,5.51E-01,5.00E-03,,2.00E-01,0.5505,0
634,2.20E-01,5.51E-01,5.00E-03,,2.20E-01,0.5505,0
635,2.60E-01,5.51E-01,5.00E-03,,2.60E-01,0.5505,0
636,3.20E-01,5.51E-01,5.00E-03,,3.20E-01,0.5505,0
637,3.80E-01,5.51E-01,5.00E-03,,3.80E-01,0.5505,0
638,4.00E-01,5.51E-01,5.00E-03,,4.00E-01,0.5505,0
639,4.20E-01,5.51E-01,5.00E-03,,4.20E-01,0.5505,0
640,4.61E-01,5.51E-01,5.00E-03,,4.61E-01,0.5505,0
641,4.81E-01,5.51E-01,1.00E-02,,4.81E-01,0,0.5505
642,5.01E-01,5.51E-01,5.00E-03,,5.01E-01,0.5505,0
643,5.21E-01,5.51E-01,1.00E-02,,5.21E-01,0,0.5505
644,5.41E-01,5.51E-01,5.00E-03,,5.41E-01,0.5505,0
645,5.61E-01,5.51E-01,5.00E-03,,5.61E-01,0.5505,0
646,5.81E-01,5.51E-01,1.00E-02,,5.81E-01,0,0.5505
647,1.00E-02,5.71E-01,5.00E-03,,1.00E-02,0.5706,0
648,3.00E-02,5.71E-01,1.00E-02,,3.00E-02,0,0.5706
649,5.01E-02,5.71E-01,1.00E-02,,5.01E-02,0,0.5706
650,9.01E-02,5.71E-01,1.00E-02,,9.01E-02,0,0.5706
651,1.10E-01,5.71E-01,1.00E-02,,1.10E-01,0,0.5706
652,1.30E-01,5.71E-01,1.00E-02,,1.30E-01,0,0.5706
653,1.50E-01,5.71E-01,1.00E-02,,1.50E-01,0,0.5706
654,1.90E-01,5.71E-01,1.00E-02,,1.90E-01,0,0.5706
655,2.10E-01,5.71E-01,1.00E-02,,2.10E-01,0,0.5706
656,2.30E-01,5.71E-01,1.00E-02,,2.30E-01,0,0.5706
657,2.50E-01,5.71E-01,5.00E-03,,2.50E-01,0.5706,0
658,2.90E-01,5.71E-01,5.00E-03,,2.90E-01,0.5706,0
659,3.10E-01,5.71E-01,1.00E-02,,3.10E-01,0,0.5706
660,3.30E-01,5.71E-01,5.00E-03,,3.30E-01,0.5706,0
661,3.50E-01,5.71E-01,5.00E-03,,3.50E-01,0.5706,0
662,3.70E-01,5.71E-01,5.00E-03,,3.70E-01,0.5706,0
663,3.90E-01,5.71E-01,5.00E-03,,3.90E-01,0.5706,0
664,4.10E-01,5.71E-01,1.00E-02,,4.10E-01,0,0.5706
665,4.51E-01,5.71E-01,5.00E-03,,4.51E-01,0.5706,0
666,4.71E-01,5.71E-01,5.00E-03,,4.71E-01,0.5706,0
667,5.11E-01,5.71E-01,5.00E-03,,5.11E-01,0.5706,0
668,5.31E-01,5.71E-01,5.00E-03,,5.31E-01,0.5706,0
669,5.51E-01,5.71E-01,1.00E-02,,5.51E-01,0,0.5706
670,5.91E-01,5.71E-01,1.00E-02,,5.91E-01,0,0.5706
671,2.00E-02,5.91E-01,5.00E-03,,2.00E-02,0.5906,0
672,8.01E-02,5.91E-01,5.00E-03,,8.01E-02,0.5906,0
673,1.00E-01,5.91E-01,1.00E-02,,1.00E-01,0,0.5906
674,1.20E-01,5.91E-01,5.00E-03,,1.20E-01,0.5906,0
675,1.40E-01,5.91E-01,1.00E-02,,1.40E-01,0,0.5906
676,1.60E-01,5.91E-01,1.00E-02,,1.60E-01,0,0.5906
677,1.80E-01,5.91E-01,5.00E-03,,1.80E-01,0.5906,0
678,2.20E-01,5.91E-01,5.00E-03,,2.20E-01,0.5906,0
679,2.60E-01,5.91E-01,5.00E-03,,2.60E-01,0.5906,0
680,2.80E-01,5.91E-01,1.00E-02,,2.80E-01,0,0.5906
681,3.40E-01,5.91E-01,1.00E-02,,3.40E-01,0,0.5906
682,3.60E-01,5.91E-01,1.00E-02,,3.60E-01,0,0.5906
683,3.80E-01,5.91E-01,5.00E-03,,3.80E-01,0.5906,0
684,4.20E-01,5.91E-01,1.00E-02,,4.20E-01,0,0.5906
685,4.40E-01,5.91E-01,1.00E-02,,4.40E-01,0,0.5906
686,4.61E-01,5.91E-01,5.00E-03,,4.61E-01,0.5906,0
687,4.81E-01,5.91E-01,1.00E-02,,4.81E-01,0,0.5906
688,5.21E-01,5.91E-01,1.00E-02,,5.21E-01,0,0.5906
689,5.41E-01,5.91E-01,5.00E-03,,5.41E-01,0.5906,0
690,5.61E-01,5.91E-01,5.00E-03,,5.61E-01,0.5906,0
691,5.81E-01,5.91E-01,1.00E-02,,5.81E-01,0,0.5906
